Regional Council11,Service type4,Ethnic group9,Age of child7,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Marlborough,Playcentre,Māori,Less than 1,3,0,1,1,3,2,0,4,1,0,3,3,1,2,2
Manawatu-Wanganui,Playcentre,Māori,Less than 1,11,7,8,7,9,6,18,11,10,7,14,23,20,12,16
Hawkes Bay,Playcentre,Māori,Less than 1,8,5,7,11,8,8,11,9,6,7,15,15,11,7,7
Gisborne,Playcentre,Māori,Less than 1,5,13,7,6,9,5,6,3,6,4,4,5,3,5,3
Canterbury,Playcentre,Māori,Less than 1,11,7,1,9,19,5,11,6,11,18,19,20,20,23,21
Bay of Plenty,Playcentre,Māori,Less than 1,18,14,17,18,26,28,18,22,12,25,23,28,25,48,24
Auckland,Playcentre,Māori,Less than 1,34,29,28,29,27,48,24,32,38,40,28,61,49,56,33
Area outside regions,Playcentre,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kōhanga Reo,Māori,Less than 1,1,0,2,0,1,1,0,0,0,0,0,0,1,1,0
Wellington,Kōhanga Reo,Māori,Less than 1,46,30,50,35,38,34,64,38,51,38,40,37,36,38,36
Waikato,Kōhanga Reo,Māori,Less than 1,76,61,50,83,61,56,68,78,60,72,65,73,75,71,67
Tasman,Kōhanga Reo,Māori,Less than 1,1,0,0,2,1,0,2,1,1,0,2,0,0,1,1
Taranaki,Kōhanga Reo,Māori,Less than 1,33,20,28,23,32,26,17,25,24,29,21,29,20,18,26
Southland,Kōhanga Reo,Māori,Less than 1,10,3,5,13,5,6,9,9,5,3,5,6,3,3,2
Otago,Kōhanga Reo,Māori,Less than 1,5,2,4,2,1,3,2,4,4,1,0,5,1,0,4
Northland,Kōhanga Reo,Māori,Less than 1,65,49,52,45,37,21,36,51,58,38,44,48,50,32,41
Nelson,Kōhanga Reo,Māori,Less than 1,5,0,8,4,2,3,0,10,2,5,5,2,3,4,4
Marlborough,Kōhanga Reo,Māori,Less than 1,1,0,6,4,3,8,3,1,4,5,2,6,4,3,0
Manawatu-Wanganui,Kōhanga Reo,Māori,Less than 1,75,36,63,65,65,49,61,62,83,83,67,60,72,81,68
Hawkes Bay,Kōhanga Reo,Māori,Less than 1,65,33,74,55,56,53,45,84,91,92,106,69,67,57,76
Gisborne,Kōhanga Reo,Māori,Less than 1,42,33,35,34,31,28,19,38,35,31,31,23,18,18,28
Canterbury,Kōhanga Reo,Māori,Less than 1,19,2,12,14,10,12,9,9,4,6,7,8,7,9,8
Bay of Plenty,Kōhanga Reo,Māori,Less than 1,100,84,99,93,81,88,79,94,102,104,94,103,93,99,80
Auckland,Kōhanga Reo,Māori,Less than 1,73,60,60,69,45,53,46,75,61,67,61,62,43,54,41
Area outside regions,Kōhanga Reo,Māori,Less than 1,2,0,2,3,2,0,3,1,5,2,0,1,0,2,0
West Coast,Kindergarten,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Wellington,Kindergarten,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,5,2,4,2,1
Waikato,Kindergarten,Māori,Less than 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Tasman,Kindergarten,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Kindergarten,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,1,2,1,1,3
Southland,Kindergarten,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Kindergarten,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Northland,Kindergarten,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Kindergarten,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Marlborough,Kindergarten,Māori,Less than 1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui,Kindergarten,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
Hawkes Bay,Kindergarten,Māori,Less than 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Gisborne,Kindergarten,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury,Kindergarten,Māori,Less than 1,4,0,0,0,0,0,0,1,2,2,0,0,2,0,0
Bay of Plenty,Kindergarten,Māori,Less than 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Auckland,Kindergarten,Māori,Less than 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Area outside regions,Kindergarten,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Home-based,Māori,Less than 1,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Wellington,Home-based,Māori,Less than 1,16,11,10,14,22,14,13,21,20,5,27,20,24,27,17
Waikato,Home-based,Māori,Less than 1,11,12,12,26,24,24,15,12,17,24,43,30,31,24,31
Tasman,Home-based,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Home-based,Māori,Less than 1,1,2,4,4,6,3,5,2,5,4,3,4,4,3,8
Southland,Home-based,Māori,Less than 1,5,1,2,2,0,3,2,4,2,2,5,3,5,3,4
Otago,Home-based,Māori,Less than 1,8,4,9,2,6,8,6,9,6,7,11,10,7,6,8
Northland,Home-based,Māori,Less than 1,2,1,1,2,5,4,6,5,4,13,16,9,13,20,27
Nelson,Home-based,Māori,Less than 1,1,1,3,1,3,3,1,2,1,2,3,0,2,1,3
Marlborough,Home-based,Māori,Less than 1,0,0,0,0,3,1,3,0,0,2,3,2,4,2,3
Manawatu-Wanganui,Home-based,Māori,Less than 1,5,4,5,8,4,9,13,12,20,32,42,23,10,29,28
Hawkes Bay,Home-based,Māori,Less than 1,23,15,16,14,11,15,9,8,15,15,20,17,14,24,14
Gisborne,Home-based,Māori,Less than 1,2,5,1,6,4,3,5,6,2,9,8,4,6,6,8
Canterbury,Home-based,Māori,Less than 1,8,3,0,12,3,4,2,4,8,2,9,15,11,12,10
Bay of Plenty,Home-based,Māori,Less than 1,25,17,18,31,31,35,35,38,41,57,65,80,82,92,137
Auckland,Home-based,Māori,Less than 1,12,11,24,19,24,18,17,19,14,26,22,23,43,45,59
Area outside regions,Home-based,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Education & Care,Māori,Less than 1,5,3,18,4,3,3,5,5,6,6,3,5,5,7,7
Wellington,Education & Care,Māori,Less than 1,43,35,48,54,62,55,61,66,53,65,61,72,70,93,91
Waikato,Education & Care,Māori,Less than 1,32,37,34,44,55,85,80,98,61,82,108,79,104,115,122
Tasman,Education & Care,Māori,Less than 1,0,0,1,0,1,3,0,2,1,4,2,0,2,6,3
Taranaki,Education & Care,Māori,Less than 1,15,13,16,7,12,11,12,6,16,14,12,14,15,12,15
Southland,Education & Care,Māori,Less than 1,3,2,4,5,7,5,6,9,12,9,16,15,16,18,18
Otago,Education & Care,Māori,Less than 1,5,8,7,10,14,14,12,17,19,13,15,25,29,25,31
Northland,Education & Care,Māori,Less than 1,32,26,36,30,31,32,48,57,53,53,46,53,57,69,59
Nelson,Education & Care,Māori,Less than 1,0,4,2,2,4,0,3,0,1,4,4,5,6,4,3
Marlborough,Education & Care,Māori,Less than 1,1,4,4,4,6,1,2,5,8,8,3,6,3,7,5
Manawatu-Wanganui,Education & Care,Māori,Less than 1,15,24,21,28,38,31,46,50,58,52,66,37,49,56,69
Hawkes Bay,Education & Care,Māori,Less than 1,39,20,30,31,32,37,27,48,46,47,52,59,76,68,92
Gisborne,Education & Care,Māori,Less than 1,10,12,11,11,12,7,9,9,18,24,28,26,14,27,30
Canterbury,Education & Care,Māori,Less than 1,50,53,49,61,69,75,61,79,73,72,85,70,96,71,82
Bay of Plenty,Education & Care,Māori,Less than 1,48,59,55,56,81,98,99,96,97,112,118,120,95,107,114
Auckland,Education & Care,Māori,Less than 1,107,146,147,149,141,148,170,231,158,169,210,213,204,202,245
Area outside regions,Education & Care,Māori,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Playcentre,European/ Pākehā,Less than 1,18,8,14,10,21,14,17,20,22,20,20,12,20,9,20
Wellington,Playcentre,European/ Pākehā,Less than 1,147,190,186,203,199,250,245,299,295,259,320,324,264,239,177
Waikato,Playcentre,European/ Pākehā,Less than 1,200,170,184,166,165,181,178,177,166,190,233,248,321,301,404
Tasman,Playcentre,European/ Pākehā,Less than 1,21,36,39,37,27,30,43,33,58,38,48,63,31,25,74
Taranaki,Playcentre,European/ Pākehā,Less than 1,38,48,44,41,58,41,45,47,45,45,77,92,41,126,142
Southland,Playcentre,European/ Pākehā,Less than 1,15,16,11,22,21,36,39,39,63,55,78,26,25,61,41
Otago,Playcentre,European/ Pākehā,Less than 1,36,35,49,38,63,61,53,53,93,105,100,97,90,97,71
Northland,Playcentre,European/ Pākehā,Less than 1,114,104,100,97,81,76,83,114,97,93,81,92,55,59,69
Nelson,Playcentre,European/ Pākehā,Less than 1,8,11,6,16,8,23,15,20,24,20,31,35,31,25,32
Marlborough,Playcentre,European/ Pākehā,Less than 1,11,15,17,9,8,20,19,17,21,19,18,17,14,6,13
Manawatu-Wanganui,Playcentre,European/ Pākehā,Less than 1,48,51,49,56,55,58,53,54,67,57,58,82,70,59,50
Hawkes Bay,Playcentre,European/ Pākehā,Less than 1,46,43,63,35,61,46,48,38,39,31,39,67,55,55,37
Gisborne,Playcentre,European/ Pākehā,Less than 1,16,25,15,13,10,21,8,13,13,16,12,15,8,12,11
Canterbury,Playcentre,European/ Pākehā,Less than 1,109,101,143,166,171,171,159,186,200,176,246,211,217,212,201
Bay of Plenty,Playcentre,European/ Pākehā,Less than 1,112,81,92,96,89,90,89,96,110,121,131,157,192,180,193
Auckland,Playcentre,European/ Pākehā,Less than 1,272,235,231,198,212,236,222,212,278,289,298,412,390,387,297
Area outside regions,Playcentre,European/ Pākehā,Less than 1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlborough,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawkes Bay,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gisborne,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area outside regions,Kōhanga Reo,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1
Wellington,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,3,9,13,12,5
Waikato,Kindergarten,European/ Pākehā,Less than 1,3,1,4,8,4,1,0,0,0,0,0,0,0,0,0
Tasman,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2
Taranaki,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,2,4,4,5,2
Southland,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Kindergarten,European/ Pākehā,Less than 1,1,3,0,2,4,1,1,12,8,1,0,0,0,0,0
Northland,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3
Marlborough,Kindergarten,European/ Pākehā,Less than 1,0,6,0,16,11,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
Hawkes Bay,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gisborne,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury,Kindergarten,European/ Pākehā,Less than 1,11,12,9,9,7,11,1,12,12,10,8,9,10,4,2
Bay of Plenty,Kindergarten,European/ Pākehā,Less than 1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Auckland,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Area outside regions,Kindergarten,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Home-based,European/ Pākehā,Less than 1,4,4,23,10,7,12,14,2,0,2,0,13,1,1,5
Wellington,Home-based,European/ Pākehā,Less than 1,99,104,111,138,153,120,132,82,46,47,141,150,118,113,71
Waikato,Home-based,European/ Pākehā,Less than 1,48,46,45,100,110,85,78,76,66,63,125,84,100,83,83
Tasman,Home-based,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Home-based,European/ Pākehā,Less than 1,10,16,34,25,38,25,29,18,11,18,11,21,26,21,21
Southland,Home-based,European/ Pākehā,Less than 1,19,19,9,12,15,14,8,12,28,16,23,19,14,14,8
Otago,Home-based,European/ Pākehā,Less than 1,81,87,81,84,93,71,61,51,53,49,75,55,65,77,67
Northland,Home-based,European/ Pākehā,Less than 1,5,6,6,16,11,8,4,13,12,20,17,6,17,13,5
Nelson,Home-based,European/ Pākehā,Less than 1,22,10,11,12,9,5,6,8,6,10,10,11,19,6,16
Marlborough,Home-based,European/ Pākehā,Less than 1,4,1,3,4,4,0,4,2,2,8,14,9,21,19,42
Manawatu-Wanganui,Home-based,European/ Pākehā,Less than 1,25,10,17,22,15,21,30,34,36,45,74,86,114,91,72
Hawkes Bay,Home-based,European/ Pākehā,Less than 1,91,49,82,65,69,78,70,43,67,53,94,96,90,107,95
Gisborne,Home-based,European/ Pākehā,Less than 1,4,9,5,2,3,5,2,4,3,7,8,9,5,9,8
Canterbury,Home-based,European/ Pākehā,Less than 1,70,85,88,89,75,66,68,69,54,72,137,125,103,108,103
Bay of Plenty,Home-based,European/ Pākehā,Less than 1,86,82,108,110,121,114,103,118,136,102,135,138,140,172,115
Auckland,Home-based,European/ Pākehā,Less than 1,192,164,167,223,204,195,203,87,99,108,233,234,192,219,437
Area outside regions,Home-based,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Education & Care,European/ Pākehā,Less than 1,17,17,11,23,20,30,23,26,34,37,35,37,41,33,39
Wellington,Education & Care,European/ Pākehā,Less than 1,178,227,210,197,217,229,235,266,289,275,289,251,239,248,281
Waikato,Education & Care,European/ Pākehā,Less than 1,174,156,188,158,196,202,232,263,271,269,265,263,250,246,283
Tasman,Education & Care,European/ Pākehā,Less than 1,8,17,8,11,8,17,9,18,27,20,24,24,19,27,24
Taranaki,Education & Care,European/ Pākehā,Less than 1,45,39,51,50,56,52,52,64,55,62,54,59,56,51,49
Southland,Education & Care,European/ Pākehā,Less than 1,31,32,25,65,68,69,58,93,79,59,66,66,70,70,77
Otago,Education & Care,European/ Pākehā,Less than 1,107,134,95,147,152,143,114,168,156,177,173,195,172,186,164
Northland,Education & Care,European/ Pākehā,Less than 1,74,56,58,51,50,56,74,77,78,67,74,95,63,88,88
Nelson,Education & Care,European/ Pākehā,Less than 1,22,16,25,18,19,21,19,10,16,24,29,27,33,24,16
Marlborough,Education & Care,European/ Pākehā,Less than 1,12,18,20,13,20,23,18,39,27,39,31,32,22,28,24
Manawatu-Wanganui,Education & Care,European/ Pākehā,Less than 1,91,127,115,117,147,139,146,147,166,131,189,166,166,182,172
Hawkes Bay,Education & Care,European/ Pākehā,Less than 1,53,57,55,83,89,85,158,198,173,198,180,188,186,240,242
Gisborne,Education & Care,European/ Pākehā,Less than 1,17,21,8,20,15,13,21,14,17,27,18,19,20,23,21
Canterbury,Education & Care,European/ Pākehā,Less than 1,396,438,446,487,484,467,459,574,554,534,466,489,437,454,447
Bay of Plenty,Education & Care,European/ Pākehā,Less than 1,124,119,144,123,142,147,177,172,162,170,151,152,142,178,160
Auckland,Education & Care,European/ Pākehā,Less than 1,592,623,622,747,701,725,753,780,752,689,690,664,686,718,705
Area outside regions,Education & Care,European/ Pākehā,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Playcentre,Asian,Less than 1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0
Wellington,Playcentre,Asian,Less than 1,9,9,11,13,10,9,15,11,14,14,13,15,16,16,16
Waikato,Playcentre,Asian,Less than 1,3,2,2,5,3,3,2,2,0,4,3,5,12,33,15
Tasman,Playcentre,Asian,Less than 1,0,1,0,1,0,0,0,0,1,3,0,7,1,1,1
Taranaki,Playcentre,Asian,Less than 1,0,0,1,0,0,0,0,1,1,0,0,0,1,6,4
Southland,Playcentre,Asian,Less than 1,0,0,0,0,0,0,1,0,1,0,0,0,1,2,0
Otago,Playcentre,Asian,Less than 1,1,1,1,1,1,2,1,1,2,4,1,3,1,1,6
Northland,Playcentre,Asian,Less than 1,0,4,1,3,2,2,0,2,5,2,4,2,2,0,1
Nelson,Playcentre,Asian,Less than 1,0,1,0,0,0,1,1,4,0,0,0,2,0,2,1
Marlborough,Playcentre,Asian,Less than 1,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0
Manawatu-Wanganui,Playcentre,Asian,Less than 1,0,0,1,0,0,0,0,2,0,0,2,1,0,4,3
Hawkes Bay,Playcentre,Asian,Less than 1,3,0,0,1,0,0,0,2,1,0,0,0,0,0,1
Gisborne,Playcentre,Asian,Less than 1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Canterbury,Playcentre,Asian,Less than 1,1,3,6,3,3,7,5,4,9,6,1,3,5,4,7
Bay of Plenty,Playcentre,Asian,Less than 1,3,0,0,1,2,1,1,2,4,3,3,4,3,1,4
Auckland,Playcentre,Asian,Less than 1,12,20,8,12,15,14,14,15,21,19,19,34,33,39,31
Area outside regions,Playcentre,Asian,Less than 1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Waikato,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlborough,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawkes Bay,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gisborne,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bay of Plenty,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area outside regions,Kōhanga Reo,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Wellington,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Waikato,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Tasman,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Southland,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Otago,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northland,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlborough,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Manawatu-Wanganui,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hawkes Bay,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gisborne,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Canterbury,Kindergarten,Asian,Less than 1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Bay of Plenty,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auckland,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Area outside regions,Kindergarten,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Home-based,Asian,Less than 1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
Wellington,Home-based,Asian,Less than 1,1,5,5,4,9,6,2,5,4,1,9,8,10,12,7
Waikato,Home-based,Asian,Less than 1,3,0,3,2,1,2,5,1,1,2,4,6,3,13,5
Tasman,Home-based,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taranaki,Home-based,Asian,Less than 1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,1
Southland,Home-based,Asian,Less than 1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Otago,Home-based,Asian,Less than 1,0,2,2,1,1,3,2,3,0,2,1,2,3,2,2
Northland,Home-based,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0
Nelson,Home-based,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Marlborough,Home-based,Asian,Less than 1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
Manawatu-Wanganui,Home-based,Asian,Less than 1,1,1,1,0,0,0,2,0,0,0,0,2,2,8,16
Hawkes Bay,Home-based,Asian,Less than 1,1,0,0,0,1,0,1,0,1,1,1,1,1,3,4
Gisborne,Home-based,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
Canterbury,Home-based,Asian,Less than 1,2,1,0,1,3,0,2,0,2,3,1,1,0,2,4
Bay of Plenty,Home-based,Asian,Less than 1,4,1,0,0,0,5,8,2,7,7,15,5,13,11,8
Auckland,Home-based,Asian,Less than 1,4,12,7,16,14,10,11,16,6,23,33,46,62,214,109
Area outside regions,Home-based,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Education & Care,Asian,Less than 1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Wellington,Education & Care,Asian,Less than 1,10,10,11,15,10,8,11,13,7,11,21,21,16,20,27
Waikato,Education & Care,Asian,Less than 1,6,9,3,8,7,8,8,11,15,7,14,9,11,36,12
Tasman,Education & Care,Asian,Less than 1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1
Taranaki,Education & Care,Asian,Less than 1,1,0,1,2,1,1,0,1,0,0,2,1,1,1,4
Southland,Education & Care,Asian,Less than 1,0,0,0,0,1,2,1,2,0,0,2,1,3,3,1
Otago,Education & Care,Asian,Less than 1,2,5,6,2,3,1,1,4,1,8,6,7,5,10,10
Northland,Education & Care,Asian,Less than 1,4,7,0,2,1,0,0,3,0,2,3,2,3,4,2
Nelson,Education & Care,Asian,Less than 1,1,1,0,0,2,0,1,2,1,0,0,0,0,0,1
Marlborough,Education & Care,Asian,Less than 1,0,2,0,0,1,0,0,0,0,2,1,0,1,0,1
Manawatu-Wanganui,Education & Care,Asian,Less than 1,1,2,4,3,2,4,2,1,4,5,4,9,2,15,9
Hawkes Bay,Education & Care,Asian,Less than 1,0,1,1,2,0,0,0,2,5,1,1,1,4,6,12
Gisborne,Education & Care,Asian,Less than 1,0,0,0,1,0,0,0,0,0,2,1,0,1,1,0
Canterbury,Education & Care,Asian,Less than 1,10,5,12,10,14,15,21,23,22,27,25,22,30,30,37
Bay of Plenty,Education & Care,Asian,Less than 1,3,6,2,5,3,4,2,2,4,7,8,13,7,7,23
Auckland,Education & Care,Asian,Less than 1,31,47,42,63,71,76,80,77,103,107,134,128,125,173,177
Area outside regions,Education & Care,Asian,Less than 1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
West Coast,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
Wellington,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
Waikato,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
Tasman,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
Taranaki,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
Southland,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
Otago,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
Northland,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
Nelson,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
Marlborough,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
Manawatu-Wanganui,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
Hawkes Bay,Playcentre,Pasifika,Age 6,,,,,,,,,,,,,,,0
